id,GO,ONTOLOGY,GO_type
XP_003666700.1,"GO:0008757,GO:0031591","S-adenosylmethionine-dependent methyltransferase activity,wybutosine biosynthetic process","MF,BP"
XP_003666703.1,"GO:0016787,GO:0016788,GO:0006397","hydrolase activity,hydrolase activity, acting on ester bonds,mRNA processing","MF,MF,BP"
XP_003666704.1,GO:0006511,ubiquitin-dependent protein catabolic process,BP
XP_003666705.1,"GO:0007264,GO:0005525,GO:0003924,GO:0005525,GO:0005525","small GTPase mediated signal transduction,GTP binding,GTPase activity,GTP binding,GTP binding","BP,MF,MF,MF,MF"
XP_003666706.1,"GO:0042729,GO:0007052,GO:0072686","DASH complex,mitotic spindle organization,mitotic spindle","CC,BP,CC"
XP_003666707.1,"GO:0006457,GO:0016272,GO:0051082,GO:0006457,GO:0016272","protein folding,prefoldin complex,unfolded protein binding,protein folding,prefoldin complex","BP,CC,MF,BP,CC"
XP_003666708.1,GO:0046982,protein heterodimerization activity,MF
XP_003666710.1,"GO:0006281,GO:0003824,GO:0006281,GO:0003908","DNA repair,catalytic activity,DNA repair,methylated-DNA-[protein]-cysteine S-methyltransferase activity","BP,MF,BP,MF"
XP_003666714.1,"GO:0030001,GO:0046872","metal ion transport,metal ion binding","BP,MF"
XP_003666715.1,"GO:0006351,GO:0005634,GO:0003677,GO:0008270","transcription, DNA-templated,nucleus,DNA binding,zinc ion binding","BP,CC,MF,MF"
XP_003666717.1,"GO:0003824,GO:0009058,GO:0030170","catalytic activity,biosynthetic process,pyridoxal phosphate binding","MF,BP,MF"
XP_003666718.1,"GO:0003924,GO:0005525","GTPase activity,GTP binding","MF,MF"
XP_003666720.1,"GO:0005524,GO:0003676,GO:0003724,GO:0006401,GO:0003723","ATP binding,nucleic acid binding,RNA helicase activity,RNA catabolic process,RNA binding","MF,MF,MF,BP,MF"
XP_003666721.1,"GO:0006629,GO:0016627","lipid metabolic process,oxidoreductase activity, acting on the CH-CH group of donors","BP,MF"
XP_003666722.1,GO:0031083,BLOC-1 complex,CC
XP_003666723.1,GO:0005515,protein binding,MF
XP_003666724.1,"GO:0005524,GO:0003676,GO:0006310,GO:0004386","ATP binding,nucleic acid binding,DNA recombination,helicase activity","MF,MF,BP,MF"
XP_003666726.1,"GO:0016668,GO:0055114,GO:0016491,GO:0050660,GO:0050661,GO:0006749,GO:0055114,GO:0004362,GO:0050660,GO:0016491,GO:0055114,GO:0016491,GO:0055114,GO:0055114,GO:0045454","oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor,oxidation-reduction process,oxidoreductase activity,flavin adenine dinucleotide binding,NADP binding,glutathione metabolic process,oxidation-reduction process,glutathione-disulfide reductase activity,flavin adenine dinucleotide binding,oxidoreductase activity,oxidation-reduction process,oxidoreductase activity,oxidation-reduction process,oxidation-reduction process,cell redox homeostasis","MF,BP,MF,MF,MF,BP,BP,MF,MF,MF,BP,MF,BP,BP,BP"
XP_003666727.1,GO:0004129,cytochrome-c oxidase activity,MF
XP_003666728.1,"GO:0006887,GO:0000145","exocytosis,exocyst","BP,CC"
XP_003666729.1,GO:0071765,nuclear inner membrane organization,BP
XP_003666730.1,GO:0006488,dolichol-linked oligosaccharide biosynthetic process,BP
XP_003666731.1,"GO:0005763,GO:0003735","mitochondrial small ribosomal subunit,structural constituent of ribosome","CC,MF"
XP_003666732.1,GO:0005515,protein binding,MF
XP_003666734.1,"GO:0016747,GO:0003824","transferase activity, transferring acyl groups other than amino-acyl groups,catalytic activity","MF,MF"
XP_003666736.1,"GO:0016491,GO:0055114,GO:0016620,GO:0016491,GO:0055114","oxidoreductase activity,oxidation-reduction process,oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,oxidoreductase activity,oxidation-reduction process","MF,BP,MF,MF,BP"
XP_003666737.1,"GO:0005506,GO:0016491,GO:0055114,GO:0016491,GO:0055114,GO:0009055,GO:0051536,GO:0016491,GO:0046872,GO:0055114,GO:0071949,GO:0050660,GO:0051537,GO:0050660,GO:0004854,GO:0004855,GO:0055114","iron ion binding,oxidoreductase activity,oxidation-reduction process,oxidoreductase activity,oxidation-reduction process,electron transfer activity,iron-sulfur cluster binding,oxidoreductase activity,metal ion binding,oxidation-reduction process,FAD binding,flavin adenine dinucleotide binding,2 iron, 2 sulfur cluster binding,flavin adenine dinucleotide binding,xanthine dehydrogenase activity,xanthine oxidase activity,oxidation-reduction process","MF,MF,BP,MF,BP,MF,MF,MF,MF,BP,MF,MF,MF,MF,MF,MF,BP"
XP_003666738.1,"GO:0042025,GO:0006355,GO:0000981,GO:0008270,GO:0051321,GO:0090173","host cell nucleus,regulation of transcription, DNA-templated,DNA-binding transcription factor activity, RNA polymerase II-specific,zinc ion binding,meiotic cell cycle,regulation of synaptonemal complex assembly","CC,BP,MF,MF,BP,BP"
XP_003666739.1,"GO:0008270,GO:0005515","zinc ion binding,protein binding","MF,MF"
XP_003666740.1,"GO:0034450,GO:0016567,GO:0006511,GO:0000151,GO:0016567,GO:0004842","ubiquitin-ubiquitin ligase activity,protein ubiquitination,ubiquitin-dependent protein catabolic process,ubiquitin ligase complex,protein ubiquitination,ubiquitin-protein transferase activity","MF,BP,BP,CC,BP,MF"
XP_003666741.1,GO:0003824,catalytic activity,MF
XP_003666742.1,"GO:0006260,GO:0005664,GO:0003677","DNA replication,nuclear origin of replication recognition complex,DNA binding","BP,CC,MF"
XP_003666743.1,"GO:0005524,GO:0006508,GO:0004222,GO:0005524,GO:0016020,GO:0004222","ATP binding,proteolysis,metalloendopeptidase activity,ATP binding,membrane,metalloendopeptidase activity","MF,BP,MF,MF,CC,MF"
XP_003666744.1,"GO:0006629,GO:0016627","lipid metabolic process,oxidoreductase activity, acting on the CH-CH group of donors","BP,MF"
XP_003666745.1,"GO:0004843,GO:1990380","thiol-dependent ubiquitin-specific protease activity,Lys48-specific deubiquitinase activity","MF,MF"
XP_003666749.1,GO:0016491,oxidoreductase activity,MF
XP_003666753.1,GO:0005515,protein binding,MF
XP_003666755.1,GO:0005525,GTP binding,MF
XP_003666756.1,"GO:0006412,GO:0015934,GO:0003735,GO:0006412","translation,large ribosomal subunit,structural constituent of ribosome,translation","BP,CC,MF,BP"
XP_003666757.1,GO:0005515,protein binding,MF
XP_003666758.1,"GO:0042025,GO:0006260","host cell nucleus,DNA replication","CC,BP"
XP_003666760.1,"GO:0019948,GO:0016925,GO:0008641","SUMO activating enzyme activity,protein sumoylation,ubiquitin-like modifier activating enzyme activity","MF,BP,MF"
XP_003666765.1,"GO:0055085,GO:0016021,GO:0006865,GO:0055085,GO:0016020","transmembrane transport,integral component of membrane,amino acid transport,transmembrane transport,membrane","BP,CC,BP,BP,CC"
XP_003666767.1,"GO:0005515,GO:0005524","protein binding,ATP binding","MF,MF"
XP_003666773.1,"GO:0042025,GO:0006355,GO:0000981,GO:0008270,GO:0006351,GO:0005634,GO:0003677,GO:0008270","host cell nucleus,regulation of transcription, DNA-templated,DNA-binding transcription factor activity, RNA polymerase II-specific,zinc ion binding,transcription, DNA-templated,nucleus,DNA binding,zinc ion binding","CC,BP,MF,MF,BP,CC,MF,MF"
XP_003666775.1,"GO:0022857,GO:0055085,GO:0022857","transmembrane transporter activity,transmembrane transport,transmembrane transporter activity","MF,BP,MF"
XP_003666778.1,"GO:0016705,GO:0020037,GO:0005506,GO:0055114","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,heme binding,iron ion binding,oxidation-reduction process","MF,MF,MF,BP"
XP_003666782.1,"GO:0010997,GO:1904668,GO:0097027,GO:0005515","anaphase-promoting complex binding,positive regulation of ubiquitin protein ligase activity,ubiquitin-protein transferase activator activity,protein binding","MF,BP,MF,MF"
XP_003666783.1,"GO:0008318,GO:0018342,GO:0018344,GO:0005968","protein prenyltransferase activity,protein prenylation,protein geranylgeranylation,Rab-protein geranylgeranyltransferase complex","MF,BP,BP,CC"
XP_003666784.1,"GO:0016879,GO:0005524,GO:0008033,GO:0000166,GO:0008033,GO:0005524,GO:0016879,GO:0000166","ligase activity, forming carbon-nitrogen bonds,ATP binding,tRNA processing,nucleotide binding,tRNA processing,ATP binding,ligase activity, forming carbon-nitrogen bonds,nucleotide binding","MF,MF,BP,MF,BP,MF,MF,MF"
XP_003666786.1,GO:0005515,protein binding,MF
XP_003666789.1,"GO:0055085,GO:0005347","transmembrane transport,ATP transmembrane transporter activity","BP,MF"
XP_003666791.1,"GO:0016592,GO:0016538,GO:0042025,GO:0006357,GO:0016538","mediator complex,cyclin-dependent protein serine/threonine kinase regulator activity,host cell nucleus,regulation of transcription by RNA polymerase II,cyclin-dependent protein serine/threonine kinase regulator activity","CC,MF,CC,BP,MF"
XP_003666793.1,GO:0005515,protein binding,MF
XP_003666796.1,GO:0003677,DNA binding,MF
XP_003666797.1,"GO:0016021,GO:0004659,GO:0016021,GO:0016765","integral component of membrane,prenyltransferase activity,integral component of membrane,transferase activity, transferring alkyl or aryl (other than methyl) groups","CC,MF,CC,MF"
XP_003666799.1,"GO:0004017,GO:0006172,GO:0004017,GO:0005524,GO:0006139,GO:0019205,GO:0005524,GO:0004017,GO:0016776","adenylate kinase activity,ADP biosynthetic process,adenylate kinase activity,ATP binding,nucleobase-containing compound metabolic process,nucleobase-containing compound kinase activity,ATP binding,adenylate kinase activity,phosphotransferase activity, phosphate group as acceptor","MF,BP,MF,MF,BP,MF,MF,MF,MF"
XP_003666803.1,"GO:0070122,GO:0008237,GO:0005515,GO:0005838","isopeptidase activity,metallopeptidase activity,protein binding,proteasome regulatory particle","MF,MF,MF,CC"
XP_003666805.1,"GO:0055114,GO:0006779,GO:0004109","oxidation-reduction process,porphyrin-containing compound biosynthetic process,coproporphyrinogen oxidase activity","BP,BP,MF"
XP_003666810.1,"GO:0016192,GO:0006886,GO:0016192","vesicle-mediated transport,intracellular protein transport,vesicle-mediated transport","BP,BP,BP"
XP_003666811.1,"GO:0055085,GO:0016020,GO:0022857","transmembrane transport,membrane,transmembrane transporter activity","BP,CC,MF"
XP_003666813.1,"GO:0005515,GO:0016560,GO:0005778","protein binding,protein import into peroxisome matrix, docking,peroxisomal membrane","MF,BP,CC"
XP_003666814.1,"GO:0031011,GO:0006338,GO:0031011","Ino80 complex,chromatin remodeling,Ino80 complex","CC,BP,CC"
XP_003666816.1,"GO:0016620,GO:0055114,GO:0050661,GO:0006006,GO:0016620,GO:0055114,GO:0051287","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,oxidation-reduction process,NADP binding,glucose metabolic process,oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,oxidation-reduction process,NAD binding","MF,BP,MF,BP,MF,BP,MF"
XP_003666820.1,"GO:0003924,GO:0005525,GO:0005525","GTPase activity,GTP binding,GTP binding","MF,MF,MF"
XP_003666823.1,"GO:0016151,GO:0003924,GO:0006807","nickel cation binding,GTPase activity,nitrogen compound metabolic process","MF,MF,BP"
XP_003666824.1,"GO:0042254,GO:0005634,GO:0042254","ribosome biogenesis,nucleus,ribosome biogenesis","BP,CC,BP"
XP_003666825.1,GO:0005515,protein binding,MF
XP_003666826.1,GO:0004045,aminoacyl-tRNA hydrolase activity,MF
XP_003666827.1,GO:0000398,"mRNA splicing, via spliceosome",BP
XP_003666828.1,"GO:2001070,GO:0030246,GO:0004339,GO:0005976,GO:0003824,GO:0000272,GO:2001070,GO:0004339","starch binding,carbohydrate binding,glucan 1,4-alpha-glucosidase activity,polysaccharide metabolic process,catalytic activity,polysaccharide catabolic process,starch binding,glucan 1,4-alpha-glucosidase activity","MF,MF,MF,BP,MF,BP,MF,MF"
XP_003666829.1,"GO:0050262,GO:0034356","ribosylnicotinamide kinase activity,NAD biosynthesis via nicotinamide riboside salvage pathway","MF,BP"
XP_003666831.1,"GO:0008289,GO:0061817","lipid binding,endoplasmic reticulum-plasma membrane tethering","MF,BP"
XP_003666832.1,"GO:0009116,GO:0003824","nucleoside metabolic process,catalytic activity","BP,MF"
XP_003666834.1,"GO:0003684,GO:0006281,GO:0006281","damaged DNA binding,DNA repair,DNA repair","MF,BP,BP"
XP_003666835.1,GO:0046983,protein dimerization activity,MF
XP_003666840.1,"GO:0000278,GO:0042729,GO:0072686","mitotic cell cycle,DASH complex,mitotic spindle","BP,CC,CC"
XP_003666841.1,"GO:0005634,GO:0045132,GO:0000775","nucleus,meiotic chromosome segregation,chromosome, centromeric region","CC,BP,CC"
XP_003666842.1,"GO:0030904,GO:0042147","retromer complex,retrograde transport, endosome to Golgi","CC,BP"
XP_003666843.1,GO:0003824,catalytic activity,MF
XP_003666844.1,"GO:0005049,GO:0008536,GO:0006886","nuclear export signal receptor activity,Ran GTPase binding,intracellular protein transport","MF,MF,BP"
XP_003666845.1,GO:0004842,ubiquitin-protein transferase activity,MF
XP_003666847.1,"GO:0051082,GO:0005524,GO:0006457,GO:0005524","unfolded protein binding,ATP binding,protein folding,ATP binding","MF,MF,BP,MF"
XP_003666848.1,GO:0003725,double-stranded RNA binding,MF
XP_003666854.1,GO:0008270,zinc ion binding,MF
XP_003666855.1,"GO:0008274,GO:0033566","gamma-tubulin ring complex,gamma-tubulin complex localization","CC,BP"
XP_003666860.1,"GO:0006412,GO:0005840,GO:0003735","translation,ribosome,structural constituent of ribosome","BP,CC,MF"
XP_003666861.1,GO:0033617,mitochondrial cytochrome c oxidase assembly,BP
XP_003666865.1,GO:0005515,protein binding,MF
XP_003666866.1,GO:0007034,vacuolar transport,BP
XP_003666868.1,GO:0004386,helicase activity,MF
XP_003666873.1,GO:0005739,mitochondrion,CC
XP_003666875.1,"GO:0003676,GO:0003723","nucleic acid binding,RNA binding","MF,MF"
XP_003666876.1,"GO:0005515,GO:0006888","protein binding,endoplasmic reticulum to Golgi vesicle-mediated transport","MF,BP"
XP_003666879.1,"GO:0000160,GO:0005515,GO:0006468,GO:0005524,GO:0004672,GO:0016772,GO:0016310,GO:0007165,GO:0000155,GO:0000155,GO:0007165","phosphorelay signal transduction system,protein binding,protein phosphorylation,ATP binding,protein kinase activity,transferase activity, transferring phosphorus-containing groups,phosphorylation,signal transduction,phosphorelay sensor kinase activity,phosphorelay sensor kinase activity,signal transduction","BP,MF,BP,MF,MF,MF,BP,BP,MF,MF,BP"
XP_003666882.1,"GO:0006412,GO:0005840,GO:0003735","translation,ribosome,structural constituent of ribosome","BP,CC,MF"
XP_003666883.1,GO:0009306,protein secretion,BP
XP_003666885.1,"GO:0009072,GO:0003868,GO:0055114,GO:0016701","aromatic amino acid family metabolic process,4-hydroxyphenylpyruvate dioxygenase activity,oxidation-reduction process,oxidoreductase activity, acting on single donors with incorporation of molecular oxygen","BP,MF,BP,MF"
XP_003666886.1,"GO:0006281,GO:0008270,GO:0006351,GO:0006289,GO:0000439","DNA repair,zinc ion binding,transcription, DNA-templated,nucleotide-excision repair,transcription factor TFIIH core complex","BP,MF,BP,BP,CC"
XP_003666887.1,"GO:0000160,GO:0005515,GO:0000155,GO:0007165,GO:0016772,GO:0016310,GO:0007165,GO:0000155","phosphorelay signal transduction system,protein binding,phosphorelay sensor kinase activity,signal transduction,transferase activity, transferring phosphorus-containing groups,phosphorylation,signal transduction,phosphorelay sensor kinase activity","BP,MF,MF,BP,MF,BP,BP,MF"
XP_003666890.1,GO:0005515,protein binding,MF
XP_003666891.1,"GO:0004037,GO:0000256","allantoicase activity,allantoin catabolic process","MF,BP"
XP_003666892.1,"GO:0016491,GO:0046872,GO:0031902,GO:0005765,GO:0016491","oxidoreductase activity,metal ion binding,late endosome membrane,lysosomal membrane,oxidoreductase activity","MF,MF,CC,CC,MF"
XP_003666894.1,"GO:0055085,GO:0016020,GO:0022857,GO:0055085,GO:0016021,GO:0022857,GO:0055085,GO:0022857,GO:0016021,GO:0022857","transmembrane transport,membrane,transmembrane transporter activity,transmembrane transport,integral component of membrane,transmembrane transporter activity,transmembrane transport,transmembrane transporter activity,integral component of membrane,transmembrane transporter activity","BP,CC,MF,BP,CC,MF,BP,MF,CC,MF"
XP_003666897.1,"GO:0006468,GO:0005524,GO:0004672,GO:0006468,GO:0004672","protein phosphorylation,ATP binding,protein kinase activity,protein phosphorylation,protein kinase activity","BP,MF,MF,BP,MF"
XP_003666898.1,GO:0005524,ATP binding,MF
XP_003666899.1,"GO:0020037,GO:0009055","heme binding,electron transfer activity","MF,MF"
XP_003666902.1,GO:0003950,NAD+ ADP-ribosyltransferase activity,MF
XP_003666904.1,GO:0016787,hydrolase activity,MF
XP_003666905.1,"GO:0004057,GO:0016598","arginyltransferase activity,protein arginylation","MF,BP"
XP_003666908.1,"GO:0006412,GO:0005840,GO:0003723,GO:0003735,GO:0006412,GO:0005840,GO:0003735","translation,ribosome,RNA binding,structural constituent of ribosome,translation,ribosome,structural constituent of ribosome","BP,CC,MF,MF,BP,CC,MF"
XP_003666909.1,"GO:0008608,GO:0042729,GO:0072686","attachment of spindle microtubules to kinetochore,DASH complex,mitotic spindle","BP,CC,CC"
XP_003666911.1,"GO:0006468,GO:0005524,GO:0004672,GO:0006468,GO:0004672","protein phosphorylation,ATP binding,protein kinase activity,protein phosphorylation,protein kinase activity","BP,MF,MF,BP,MF"
XP_003666914.1,GO:0046872,metal ion binding,MF
XP_003666916.1,GO:0003676,nucleic acid binding,MF
XP_003666917.1,"GO:0004553,GO:0005975","hydrolase activity, hydrolyzing O-glycosyl compounds,carbohydrate metabolic process","MF,BP"
