id,GO,ONTOLOGY,GO_type
XP_965531.3,"GO:0005975,GO:0004553","carbohydrate metabolic process,hydrolase activity, hydrolyzing O-glycosyl compounds","BP,MF"
XP_965532.1,GO:0006629,lipid metabolic process,BP
XP_965533.1,"GO:0004343,GO:0006048,GO:0008080","glucosamine 6-phosphate N-acetyltransferase activity,UDP-N-acetylglucosamine biosynthetic process,N-acetyltransferase activity","MF,BP,MF"
XP_965535.3,GO:0016491,oxidoreductase activity,MF
XP_965536.3,"GO:0016491,GO:0008270,GO:0055114,GO:0055114","oxidoreductase activity,zinc ion binding,oxidation-reduction process,oxidation-reduction process","MF,MF,BP,BP"
XP_965537.2,"GO:0016491,GO:0055114","oxidoreductase activity,oxidation-reduction process","MF,BP"
XP_965538.3,"GO:0016192,GO:0016020","vesicle-mediated transport,membrane","BP,CC"
XP_965542.3,GO:0005085,guanyl-nucleotide exchange factor activity,MF
XP_965544.1,"GO:0006396,GO:0003723","RNA processing,RNA binding","BP,MF"
XP_965545.1,"GO:0032266,GO:0035091","phosphatidylinositol-3-phosphate binding,phosphatidylinositol binding","MF,MF"
XP_965547.1,"GO:0005347,GO:0055085","ATP transmembrane transporter activity,transmembrane transport","MF,BP"
XP_965548.1,GO:0003676,nucleic acid binding,MF
XP_965549.1,"GO:0030041,GO:0015629,GO:0034314,GO:0005885,GO:0030041,GO:0015629,GO:0030833,GO:0034314,GO:0005885","actin filament polymerization,actin cytoskeleton,Arp2/3 complex-mediated actin nucleation,Arp2/3 protein complex,actin filament polymerization,actin cytoskeleton,regulation of actin filament polymerization,Arp2/3 complex-mediated actin nucleation,Arp2/3 protein complex","BP,CC,BP,CC,BP,CC,BP,BP,CC"
XP_965550.1,"GO:0006511,GO:0036459,GO:0005515,GO:0016579,GO:0036459","ubiquitin-dependent protein catabolic process,thiol-dependent ubiquitinyl hydrolase activity,protein binding,protein deubiquitination,thiol-dependent ubiquitinyl hydrolase activity","BP,MF,MF,BP,MF"
XP_965561.3,"GO:0016020,GO:0055085,GO:0046873,GO:0030001","membrane,transmembrane transport,metal ion transmembrane transporter activity,metal ion transport","CC,BP,MF,BP"
XP_965567.1,"GO:0004672,GO:0006468,GO:0005524,GO:0004672,GO:0006468","protein kinase activity,protein phosphorylation,ATP binding,protein kinase activity,protein phosphorylation","MF,BP,MF,MF,BP"
XP_965570.1,GO:0005515,protein binding,MF
XP_965576.1,"GO:0004499,GO:0050661,GO:0055114,GO:0050660","N,N-dimethylaniline monooxygenase activity,NADP binding,oxidation-reduction process,flavin adenine dinucleotide binding","MF,MF,BP,MF"
XP_965577.1,GO:0016787,hydrolase activity,MF
XP_965578.1,"GO:0003677,GO:0005634,GO:0006351,GO:0008270,GO:0042025,GO:0008270,GO:0000981,GO:0006355","DNA binding,nucleus,transcription, DNA-templated,zinc ion binding,host cell nucleus,zinc ion binding,DNA-binding transcription factor activity, RNA polymerase II-specific,regulation of transcription, DNA-templated","MF,CC,BP,MF,CC,MF,MF,BP"
XP_965587.1,"GO:0005840,GO:0003735,GO:0006412","ribosome,structural constituent of ribosome,translation","CC,MF,BP"
XP_965588.2,"GO:0051287,GO:0004470,GO:0004471,GO:0055114,GO:0004471","NAD binding,malic enzyme activity,malate dehydrogenase (decarboxylating) (NAD+) activity,oxidation-reduction process,malate dehydrogenase (decarboxylating) (NAD+) activity","MF,MF,MF,BP,MF"
XP_965591.3,GO:0016977,chitosanase activity,MF
XP_965595.2,GO:0005524,ATP binding,MF
XP_965596.2,GO:0046872,metal ion binding,MF
XP_965597.2,"GO:0007264,GO:0005096,GO:0017160,GO:0007165","small GTPase mediated signal transduction,GTPase activator activity,Ral GTPase binding,signal transduction","BP,MF,MF,BP"
XP_965598.1,"GO:0005975,GO:0030248,GO:0005576,GO:0030248,GO:0005975,GO:0005576","carbohydrate metabolic process,cellulose binding,extracellular region,cellulose binding,carbohydrate metabolic process,extracellular region","BP,MF,CC,MF,BP,CC"
XP_965600.1,"GO:0003824,GO:0016740,GO:0016491,GO:0055114","catalytic activity,transferase activity,oxidoreductase activity,oxidation-reduction process","MF,MF,MF,BP"
XP_965602.3,GO:0016491,oxidoreductase activity,MF
XP_965604.1,GO:0016491,oxidoreductase activity,MF
XP_965606.1,GO:0003824,catalytic activity,MF
XP_965607.1,GO:0071949,FAD binding,MF
XP_965608.1,"GO:0016491,GO:0055114,GO:0050660,GO:0071949,GO:0050660","oxidoreductase activity,oxidation-reduction process,flavin adenine dinucleotide binding,FAD binding,flavin adenine dinucleotide binding","MF,BP,MF,MF,MF"
XP_965609.1,"GO:0016491,GO:0055114,GO:0050660,GO:0071949,GO:0050660","oxidoreductase activity,oxidation-reduction process,flavin adenine dinucleotide binding,FAD binding,flavin adenine dinucleotide binding","MF,BP,MF,MF,MF"
XP_965616.1,"GO:0003677,GO:0005634,GO:0006351,GO:0008270,GO:0042025,GO:0008270,GO:0000981,GO:0006355","DNA binding,nucleus,transcription, DNA-templated,zinc ion binding,host cell nucleus,zinc ion binding,DNA-binding transcription factor activity, RNA polymerase II-specific,regulation of transcription, DNA-templated","MF,CC,BP,MF,CC,MF,MF,BP"
XP_965618.1,"GO:0006562,GO:0004657","proline catabolic process,proline dehydrogenase activity","BP,MF"
XP_965622.2,GO:0006506,GPI anchor biosynthetic process,BP
XP_965625.3,"GO:0005744,GO:0005743,GO:0015031","TIM23 mitochondrial import inner membrane translocase complex,mitochondrial inner membrane,protein transport","CC,CC,BP"
XP_965630.2,"GO:0010181,GO:0016491,GO:0003955,GO:0010181","FMN binding,oxidoreductase activity,NAD(P)H dehydrogenase (quinone) activity,FMN binding","MF,MF,MF,MF"
XP_965633.2,"GO:0005840,GO:0003735,GO:0006412","ribosome,structural constituent of ribosome,translation","CC,MF,BP"
XP_965636.2,"GO:0005524,GO:0003824,GO:0046872,GO:0005524,GO:0004736,GO:0009374,GO:0006094,GO:0006090,GO:0005524","ATP binding,catalytic activity,metal ion binding,ATP binding,pyruvate carboxylase activity,biotin binding,gluconeogenesis,pyruvate metabolic process,ATP binding","MF,MF,MF,MF,MF,MF,BP,BP,MF"
XP_965638.1,"GO:0006850,GO:0005743","mitochondrial pyruvate transmembrane transport,mitochondrial inner membrane","BP,CC"
XP_965640.2,"GO:0005840,GO:0006412,GO:0003735,GO:0005840,GO:0003735,GO:0006412","ribosome,translation,structural constituent of ribosome,ribosome,structural constituent of ribosome,translation","CC,BP,MF,CC,MF,BP"
XP_965641.1,"GO:0006886,GO:0016192,GO:0030130,GO:0030132,GO:0005198,GO:0006886,GO:0016192,GO:0005515,GO:0071439,GO:0016192,GO:0032051","intracellular protein transport,vesicle-mediated transport,clathrin coat of trans-Golgi network vesicle,clathrin coat of coated pit,structural molecule activity,intracellular protein transport,vesicle-mediated transport,protein binding,clathrin complex,vesicle-mediated transport,clathrin light chain binding","BP,BP,CC,CC,MF,BP,BP,MF,CC,BP,MF"
XP_965642.2,"GO:0008168,GO:0003723,GO:0008757,GO:0006364,GO:0003723,GO:0008168","methyltransferase activity,RNA binding,S-adenosylmethionine-dependent methyltransferase activity,rRNA processing,RNA binding,methyltransferase activity","MF,MF,MF,BP,MF,MF"
XP_965644.1,GO:0052855,ADP-dependent NAD(P)H-hydrate dehydratase activity,MF
XP_965645.1,"GO:0015986,GO:0046933,GO:0045261,GO:1902600,GO:0046034,GO:0005524,GO:0015986,GO:0032559","ATP synthesis coupled proton transport,proton-transporting ATP synthase activity, rotational mechanism,proton-transporting ATP synthase complex, catalytic core F(1),proton transmembrane transport,ATP metabolic process,ATP binding,ATP synthesis coupled proton transport,adenyl ribonucleotide binding","BP,MF,CC,BP,BP,MF,BP,MF"
XP_965646.2,"GO:0004252,GO:0006508,GO:0008236,GO:0006508,GO:0006508","serine-type endopeptidase activity,proteolysis,serine-type peptidase activity,proteolysis,proteolysis","MF,BP,MF,BP,BP"
XP_965653.1,"GO:0022857,GO:0022857,GO:0055085","transmembrane transporter activity,transmembrane transporter activity,transmembrane transport","MF,MF,BP"
XP_965655.1,"GO:0035091,GO:0007165","phosphatidylinositol binding,signal transduction","MF,BP"
XP_965656.1,"GO:0042025,GO:0008270,GO:0000981,GO:0006355","host cell nucleus,zinc ion binding,DNA-binding transcription factor activity, RNA polymerase II-specific,regulation of transcription, DNA-templated","CC,MF,MF,BP"
XP_965659.1,GO:0003676,nucleic acid binding,MF
XP_965661.1,"GO:0005507,GO:0005758,GO:0016531,GO:0006825","copper ion binding,mitochondrial intermembrane space,copper chaperone activity,copper ion transport","MF,CC,MF,BP"
XP_965664.1,"GO:0003899,GO:0046983,GO:0006351,GO:0046983,GO:0006351,GO:0003899,GO:0006351","DNA-directed 5'-3' RNA polymerase activity,protein dimerization activity,transcription, DNA-templated,protein dimerization activity,transcription, DNA-templated,DNA-directed 5'-3' RNA polymerase activity,transcription, DNA-templated","MF,MF,BP,MF,BP,MF,BP"
XP_965665.2,"GO:0048038,GO:0051287,GO:0016651,GO:0055114,GO:0016651,GO:0055114","quinone binding,NAD binding,oxidoreductase activity, acting on NAD(P)H,oxidation-reduction process,oxidoreductase activity, acting on NAD(P)H,oxidation-reduction process","MF,MF,MF,BP,MF,BP"
XP_965667.1,"GO:0055114,GO:0016709,GO:0004497,GO:0055114,GO:0016709,GO:0055114,GO:0006744,GO:0050660,GO:0071949","oxidation-reduction process,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen,monooxygenase activity,oxidation-reduction process,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen,oxidation-reduction process,ubiquinone biosynthetic process,flavin adenine dinucleotide binding,FAD binding","BP,MF,MF,BP,MF,BP,BP,MF,MF"
XP_965669.1,"GO:0006890,GO:0030126","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum,COPI vesicle coat","BP,CC"
XP_965670.1,"GO:0003677,GO:0005524,GO:0006270,GO:0003677,GO:0042555,GO:0003678,GO:0005524,GO:0006270,GO:0003677,GO:0006260,GO:0005524","DNA binding,ATP binding,DNA replication initiation,DNA binding,MCM complex,DNA helicase activity,ATP binding,DNA replication initiation,DNA binding,DNA replication,ATP binding","MF,MF,BP,MF,CC,MF,MF,BP,MF,BP,MF"
XP_965672.1,"GO:0005783,GO:0016021,GO:0006486","endoplasmic reticulum,integral component of membrane,protein glycosylation","CC,CC,BP"
XP_965674.2,"GO:0030170,GO:0009058,GO:0003824,GO:0030170,GO:0003824,GO:0009058","pyridoxal phosphate binding,biosynthetic process,catalytic activity,pyridoxal phosphate binding,catalytic activity,biosynthetic process","MF,BP,MF,MF,MF,BP"
XP_965675.1,"GO:0016020,GO:0016887,GO:0005524","membrane,ATPase activity,ATP binding","CC,MF,MF"
XP_965677.1,"GO:0005730,GO:0005525","nucleolus,GTP binding","CC,MF"
XP_965680.1,"GO:0046872,GO:0003824,GO:0004222,GO:0006508","metal ion binding,catalytic activity,metalloendopeptidase activity,proteolysis","MF,MF,MF,BP"
XP_965681.2,GO:0003824,catalytic activity,MF
XP_965685.2,GO:0005515,protein binding,MF
XP_965689.3,"GO:0003677,GO:0046983,GO:0000977,GO:0045944","DNA binding,protein dimerization activity,RNA polymerase II transcription regulatory region sequence-specific DNA binding,positive regulation of transcription by RNA polymerase II","MF,MF,MF,BP"
XP_965693.3,"GO:0022857,GO:0055085,GO:0022857","transmembrane transporter activity,transmembrane transport,transmembrane transporter activity","MF,BP,MF"
XP_965694.1,"GO:0003676,GO:0005634,GO:0006351,GO:0006355,GO:0005634,GO:0006351,GO:0008270,GO:0003676,GO:0006351","nucleic acid binding,nucleus,transcription, DNA-templated,regulation of transcription, DNA-templated,nucleus,transcription, DNA-templated,zinc ion binding,nucleic acid binding,transcription, DNA-templated","MF,CC,BP,BP,CC,BP,MF,MF,BP"
XP_965695.1,GO:0006535,cysteine biosynthetic process from serine,BP
XP_965697.3,"GO:0005737,GO:0000166,GO:0003676,GO:0005737,GO:0000166,GO:0004813,GO:0006419,GO:0005524,GO:0000166,GO:0006419,GO:0004813,GO:0005524,GO:0003676,GO:0004813,GO:0006419,GO:0005524,GO:0000166,GO:0004813,GO:0004812,GO:0043039,GO:0005524","cytoplasm,nucleotide binding,nucleic acid binding,cytoplasm,nucleotide binding,alanine-tRNA ligase activity,alanyl-tRNA aminoacylation,ATP binding,nucleotide binding,alanyl-tRNA aminoacylation,alanine-tRNA ligase activity,ATP binding,nucleic acid binding,alanine-tRNA ligase activity,alanyl-tRNA aminoacylation,ATP binding,nucleotide binding,alanine-tRNA ligase activity,aminoacyl-tRNA ligase activity,tRNA aminoacylation,ATP binding","CC,MF,MF,CC,MF,MF,BP,MF,MF,BP,MF,MF,MF,MF,BP,MF,MF,MF,MF,BP,MF"
XP_965700.3,GO:0005515,protein binding,MF
XP_965701.2,GO:0005515,protein binding,MF
XP_965702.2,"GO:0016747,GO:0003824","transferase activity, transferring acyl groups other than amino-acyl groups,catalytic activity","MF,MF"
XP_965703.3,"GO:0003924,GO:0005525,GO:0005525","GTPase activity,GTP binding,GTP binding","MF,MF,MF"
XP_965711.1,"GO:0000104,GO:0055114","succinate dehydrogenase activity,oxidation-reduction process","MF,BP"
XP_965713.1,"GO:0022857,GO:0022857,GO:0055085,GO:0016020,GO:0016021,GO:0022857,GO:0055085","transmembrane transporter activity,transmembrane transporter activity,transmembrane transport,membrane,integral component of membrane,transmembrane transporter activity,transmembrane transport","MF,MF,BP,CC,CC,MF,BP"
XP_965716.3,"GO:0016874,GO:0005524,GO:0000166,GO:0004812,GO:0006418,GO:0005524","ligase activity,ATP binding,nucleotide binding,aminoacyl-tRNA ligase activity,tRNA aminoacylation for protein translation,ATP binding","MF,MF,MF,MF,BP,MF"
XP_965717.1,"GO:0005543,GO:0005545,GO:0048268,GO:0030136,GO:0030276","phospholipid binding,1-phosphatidylinositol binding,clathrin coat assembly,clathrin-coated vesicle,clathrin binding","MF,MF,BP,CC,MF"
XP_965718.1,"GO:0006289,GO:0005675,GO:0061575,GO:0045737","nucleotide-excision repair,transcription factor TFIIH holo complex,cyclin-dependent protein serine/threonine kinase activator activity,positive regulation of cyclin-dependent protein serine/threonine kinase activity","BP,CC,MF,BP"
XP_965720.1,"GO:0006637,GO:0047617","acyl-CoA metabolic process,acyl-CoA hydrolase activity","BP,MF"
XP_965721.2,"GO:0008897,GO:0000287","holo-[acyl-carrier-protein] synthase activity,magnesium ion binding","MF,MF"
XP_965722.3,"GO:0003913,GO:0006281","DNA photolyase activity,DNA repair","MF,BP"
XP_965725.3,"GO:0016765,GO:0016872,GO:0051996,GO:0004310,GO:0016740,GO:0009058","transferase activity, transferring alkyl or aryl (other than methyl) groups,intramolecular lyase activity,squalene synthase activity,farnesyl-diphosphate farnesyltransferase activity,transferase activity,biosynthetic process","MF,MF,MF,MF,MF,BP"
XP_965729.1,"GO:0016021,GO:0055085","integral component of membrane,transmembrane transport","CC,BP"
XP_965733.1,GO:0008180,COP9 signalosome,CC
XP_965736.1,GO:0006464,cellular protein modification process,BP
XP_965739.1,"GO:0006412,GO:0008168","translation,methyltransferase activity","BP,MF"
XP_965740.1,"GO:0005525,GO:0003924,GO:0005525,GO:0007264,GO:0005525","GTP binding,GTPase activity,GTP binding,small GTPase mediated signal transduction,GTP binding","MF,MF,MF,BP,MF"
XP_965742.3,"GO:0019354,GO:0008168,GO:0004851,GO:0000103,GO:0019354,GO:0008168","siroheme biosynthetic process,methyltransferase activity,uroporphyrin-III C-methyltransferase activity,sulfate assimilation,siroheme biosynthetic process,methyltransferase activity","BP,MF,MF,BP,BP,MF"
XP_965744.3,"GO:0006396,GO:0003963,GO:0006396,GO:0003824","RNA processing,RNA-3'-phosphate cyclase activity,RNA processing,catalytic activity","BP,MF,BP,MF"
XP_965745.1,GO:0008641,ubiquitin-like modifier activating enzyme activity,MF
XP_965746.1,GO:0016491,oxidoreductase activity,MF
XP_965748.1,GO:0003824,catalytic activity,MF
XP_965749.1,GO:0000009,"alpha-1,6-mannosyltransferase activity",MF
XP_965751.3,GO:0005515,protein binding,MF
XP_965754.1,"GO:0072546,GO:0005515","ER membrane protein complex,protein binding","CC,MF"
XP_965758.1,"GO:0005840,GO:0003735,GO:0006412,GO:0006412","ribosome,structural constituent of ribosome,translation,translation","CC,MF,BP,BP"
XP_965761.2,"GO:0005515,GO:0031931,GO:0031929","protein binding,TORC1 complex,TOR signaling","MF,CC,BP"
XP_965762.3,GO:0005515,protein binding,MF
XP_965763.1,GO:0016021,integral component of membrane,CC
XP_965764.1,"GO:0006888,GO:0005789","endoplasmic reticulum to Golgi vesicle-mediated transport,endoplasmic reticulum membrane","BP,CC"
XP_965768.2,"GO:0016592,GO:0003712,GO:0006357","mediator complex,transcription coregulator activity,regulation of transcription by RNA polymerase II","CC,MF,BP"
XP_965769.3,"GO:0005737,GO:0006096,GO:0003872,GO:0005524,GO:0003872,GO:0006096,GO:0006002,GO:0003872,GO:0006096","cytoplasm,glycolytic process,6-phosphofructokinase activity,ATP binding,6-phosphofructokinase activity,glycolytic process,fructose 6-phosphate metabolic process,6-phosphofructokinase activity,glycolytic process","CC,BP,MF,MF,MF,BP,BP,MF,BP"
XP_965771.3,GO:0005524,ATP binding,MF
XP_965772.1,GO:0003824,catalytic activity,MF
XP_965774.1,"GO:0003735,GO:0003723,GO:0005840,GO:0003735,GO:0006412","structural constituent of ribosome,RNA binding,ribosome,structural constituent of ribosome,translation","MF,MF,CC,MF,BP"
XP_965775.1,GO:0005854,nascent polypeptide-associated complex,CC
XP_965781.1,GO:0031966,mitochondrial membrane,CC
XP_965782.3,"GO:0005975,GO:0004553","carbohydrate metabolic process,hydrolase activity, hydrolyzing O-glycosyl compounds","BP,MF"
XP_965783.1,GO:0055114,oxidation-reduction process,BP
XP_965784.2,"GO:0015986,GO:0015078,GO:0000276","ATP synthesis coupled proton transport,proton transmembrane transporter activity,mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","BP,MF,CC"
